document_name,category,text,answer
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT.PDF,Expiration Date,"The term of this Agreement shall be ten (10) years (the ""Term"") which shall commence on the date upon which the Company delivers to Distributor the last Sample, as defined hereinafter.",
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT.PDF,Renewal Term,"If Distributor complies with all of the terms of this Agreement, the Agreement shall be renewable on an annual basis for one (1) year terms for up to another ten (10) years on the same terms and conditions as set forth herein.",10 1 years
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT.PDF,Governing Law,This Agreement is to be construed according to the laws of the State of Illinois.,Illinois
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT.PDF,Parties,"DISTRIBUTOR, NeoMedia Micro Paint Repair, PPG Paints Trading (Shanghai) Co Ltd, PPG Shanghai","PPG Paints Trading (Shanghai) Co Ltd (""PPG Shanghai""); NeoMedia Micro Paint Repair (""DISTRIBUTOR"")"
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT.PDF,Agreement Date,1st day of December,12/01/
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT.PDF,Effective Date,1st day of December,12/01/
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT.PDF,Expiration Date,"The term of this Agreement (the ""Term"") shall commence on the date first above written and shall terminate on 31 December 2006, unless sooner terminated in accordance with the provisions hereof.",12/31/06
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT.PDF,Renewal Term,"In the event that there is no written notice issued by either party to show the intention to renew this Agreement in the said thirty(30) days before the expiry of the current Term of the Agreement, the Agreement shall terminate at the end of the said thirty(30) days.",30 days
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT.PDF,Governing Law,"""The validity, construction, and performance of this Agreement shall be governed by and interpreted in accordance with the laws of the Peoples Republic of China.""",Peoples Republic of China
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.PDF,Parties,"NTC, Nanophase Technologies Corporation, JOHNSON MATTHEY CATALOG COMPANY, INC., d/b/a ALFA AESAR, ALFA AESAR","JOHNSON MATTHEY CATALOG COMPANY, INC. d/b/a ALFA AESAR (“ALFA AESAR”); Nanophase Technologies Corporation (“NTC”)"
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.PDF,Agreement Date,"October 24, 2005",10/24/05
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.PDF,Expiration Date,The initial term of this Agreement shall be for a period of five (5) years from the date first set forth above and shall thereafter automatically renew for additional two (2) year terms unless a party provides the other party with notice of non-renewal no less than 6 months prior to the expiration of the initial term or any renewal term unless earlier terminated as follows,10/24/10
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.PDF,Renewal Term,The initial term of this Agreement shall be for a period of five (5) years from the date first set forth above and shall thereafter automatically renew for additional two (2) year terms unless a party provides the other party with notice of non-renewal no less than 6 months prior to the expiration of the initial term or any renewal term unless earlier terminated as follows:,2 years
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.PDF,Governing Law,"This agreement shall be governed by and subject to the internal laws (exclusive of the conflicts of law provisions) and decisions of the courts of the State of Illinois, This Agreement shall be governed by and interpreted under and in accordance with the laws of the State of Delaware without regard to principles of conflicts of laws.","Delaware, Illinois"
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.PDF,Most Favored Nation,"""NTC agrees that the Product Prices, benefits and allowances offered to ALFA AESAR shall not be less favorable than those offered on Products provided to agents, distributors or marketed directly by NTC to any customers, other than the Product Prices existing as of the date of this Agreement with NTCs commercial partners.""",Yes
"OPTIMIZEDTRANSPORTATIONMANAGEMENT,INC_07_26_2000-EX-6.6-DISTRIBUTOR AGREEMENT.PDF",Parties,"ITS, INTERNATIONAL TEST SYSTEMS, INC., COMWARE TECHNICAL SERVICES, COMWARE","COMWARE TECHNICAL SERVICES (""COMWARE""); INTERNATIONAL TEST SYSTEMS, INC. (""ITS"")"
"OPTIMIZEDTRANSPORTATIONMANAGEMENT,INC_07_26_2000-EX-6.6-DISTRIBUTOR AGREEMENT.PDF",Effective Date,"EFFECTIVE DATE: The earlier of the date Comware orders and pays for a minimum of $22,710 worth of Products, in any combination, or April 15, 2000.",
"OPTIMIZEDTRANSPORTATIONMANAGEMENT,INC_07_26_2000-EX-6.6-DISTRIBUTOR AGREEMENT.PDF",Expiration Date,"April 15, 2000 through October 15, 2000 (6 Months from the Effective Date)",10/15/00
"OPTIMIZEDTRANSPORTATIONMANAGEMENT,INC_07_26_2000-EX-6.6-DISTRIBUTOR AGREEMENT.PDF",Renewal Term,"Provided that COMWARE purchases a minimum of $45,420.00 worth of Products, in any combination, during the Initial Distribution\n\n\n\n\n\n Period, this Agreement will automatically renew for an additional 6 months (the Renewal Period).",6 months
"OPTIMIZEDTRANSPORTATIONMANAGEMENT,INC_07_26_2000-EX-6.6-DISTRIBUTOR AGREEMENT.PDF",Governing Law,"This Agreement shall be interpreted and governed by the laws of the State of Texas. Comware agrees to submit to the jurisdiction of the State of Texas, Bexar County, USA.",Texas
"VISIUMTECHNOLOGIES,INC_10_20_2004-EX-10.20-DISTRIBUTOR AGREEMENT.PDF",Parties,"WLI, Wireless Links Inc, Power2Ship, Jaguar Investments, Inc. and its affiliates,","Wireless Links Inc (""WLI""); Jaguar Investments, Inc. and its affiliates (""Power2Ship"")"
"VISIUMTECHNOLOGIES,INC_10_20_2004-EX-10.20-DISTRIBUTOR AGREEMENT.PDF",Agreement Date,"7th day of April, 2003",04/07/2003
"VISIUMTECHNOLOGIES,INC_10_20_2004-EX-10.20-DISTRIBUTOR AGREEMENT.PDF",Effective Date,"7th day of April, 2003",04/07/2003
"VISIUMTECHNOLOGIES,INC_10_20_2004-EX-10.20-DISTRIBUTOR AGREEMENT.PDF",Expiration Date,"Unless otherwise terminated as provided herein, the initial term of this Agreement shall be three (3) years from the Effective Date and shall thereafter be automatically renewed for subsequent one (1) year periods unless either party notifies the other in writing of its election not to renew the Agreement at least one hundred twenty (120) days prior to the expiration of the then-current term.",04/07/2006
"VISIUMTECHNOLOGIES,INC_10_20_2004-EX-10.20-DISTRIBUTOR AGREEMENT.PDF",Renewal Term,"Unless otherwise terminated as provided herein, the initial term of this Agreement shall be three (3) years from the Effective Date and shall thereafter be automatically renewed for subsequent one (1) year periods unless either party notifies the other in writing of its election not to renew the Agreement at least one hundred twenty (120) days prior to the expiration of the then-current term.",successive 1 year
"VISIUMTECHNOLOGIES,INC_10_20_2004-EX-10.20-DISTRIBUTOR AGREEMENT.PDF",Governing Law,"This Agreement, its interpretation and construction, and the remedies for its enforcement or breach are to be applied in accordance with the laws of the State of New Jersey.",New Jersey
ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.PDF,Document Name,Transportation Agreement,Transportation Agreement
ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.PDF,Parties,"Shipper, Shipper and Transporter may be referred to herein individually as a ""Party"" or collectively as the ""Parties""., ENERGY XXI USA, INC., Transporter, ENERGY XXI GULF COAST, INC.","Energy XXI Gulf Coast, Inc. (""Shipper""); Energy XXI USA, Inc. (""Transporter"");Shipper and Transporter (individually as a “Party” or collectively as the “Parties”)"
ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.PDF,Agreement Date,"March 11, 2015",03/11/2015
ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.PDF,Effective Date,"March 11, 2015",03/11/2015
ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.PDF,Expiration Date,"""Subject to the other provisions of this Agreement, the term of this Agreement shall commence on the Effective Date and shall remain in effect until terminated by either Party upon thirty (30) days prior written notice.""",perpetual
ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.PDF,Renewal Term,"""Subject to the other provisions of this Agreement, the term of this Agreement shall commence on the Effective Date and shall remain in effect until terminated by either Party upon thirty (30) days prior written notice.""",perpetual
ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.PDF,Governing Law,"The validity, construction and performance of this Agreement shall be governed by the laws of the State of Texas, not including any of its conflicts of law rules that would direct or refer to the laws of another jurisdiction.",Texas
ENTERPRISEPRODUCTSPARTNERSLP_07_08_1998-EX-10.3-TRANSPORTATION CONTRACT.PDF,Parties,"ENTERPRISE PRODUCTS OPERATING L.P., (""Shipper""), Carrier, ENTERPRISE TRANSPORTATION COMPANY","Enterprise Transportation Company (""Carrier""); Enterprise Products Operating L.P. (""Shipper"")"
ENTERPRISEPRODUCTSPARTNERSLP_07_08_1998-EX-10.3-TRANSPORTATION CONTRACT.PDF,Effective Date,"June 1, 1998 This contract shall be for a term of one year commencing on the date first above written;",06/01/1998
ENTERPRISEPRODUCTSPARTNERSLP_07_08_1998-EX-10.3-TRANSPORTATION CONTRACT.PDF,Expiration Date,"This contract shall be for a term of one year commencing on the date first above written; thereafter, it shall automatically continue until terminated by either party upon not less than thirty (30) days prior written notice to the other party.",06/01/1999
ENTERPRISEPRODUCTSPARTNERSLP_07_08_1998-EX-10.3-TRANSPORTATION CONTRACT.PDF,Renewal Term,"This contract shall be for a term of one year commencing on the date first above written; thereafter, it shall automatically continue until terminated by either party upon not less than thirty (30) days prior written notice to the other party.",perpetual
ENTERPRISEPRODUCTSPARTNERSLP_07_08_1998-EX-10.3-TRANSPORTATION CONTRACT.PDF,Governing Law,"This contract shall be governed by and construed in accordance with the laws of the State of Texas, excluding any binding conflict of laws rule which might refer such construction to the laws of another state.",Texas
MARTINMIDSTREAMPARTNERSLP_01_23_2004-EX-10.3-TRANSPORTATION SERVICES AGREEMENT.PDF,Document Name,MARINE TRANSPORTATION AGREEMENT,MARINE TRANSPORTATION AGREEMENT
MARTINMIDSTREAMPARTNERSLP_01_23_2004-EX-10.3-TRANSPORTATION SERVICES AGREEMENT.PDF,Parties,"Midstream Fuel Service LLC, Charterer, Martin Operating Partnership L.P., Owner","Martin Operating Partnership L.P. (""Owner""); Midstream Fuel Service LLC (""Charterer"")"
MARTINMIDSTREAMPARTNERSLP_01_23_2004-EX-10.3-TRANSPORTATION SERVICES AGREEMENT.PDF,Agreement Date,"23rd day of December, 2003",12/23/03
MARTINMIDSTREAMPARTNERSLP_01_23_2004-EX-10.3-TRANSPORTATION SERVICES AGREEMENT.PDF,Effective Date,"23rd day of December, 2003",12/23/03
MARTINMIDSTREAMPARTNERSLP_01_23_2004-EX-10.3-TRANSPORTATION SERVICES AGREEMENT.PDF,Expiration Date,"The initial term of this Agreement shall be for 3 years (the ""Initial Term"") commencing on the date first set forth above (the ""Commencement Date"") and ending on the 3rd anniversary of the Commencement Date.",12/23/06
MARTINMIDSTREAMPARTNERSLP_01_23_2004-EX-10.3-TRANSPORTATION SERVICES AGREEMENT.PDF,Renewal Term,"This Agreement will automatically renew for successive one year terms (each a ""Renewal Term"", and together with the Initial Term, the ""Term""), unless either Charterer or Owner elects not to renew this Agreement by providing the other party with written notice of such election 30 days prior to the expiration of the Initial Term or Renewal Term, as applicable, at which point this Agreement will automatically terminate.",successive 1 year
MARTINMIDSTREAMPARTNERSLP_01_23_2004-EX-10.3-TRANSPORTATION SERVICES AGREEMENT.PDF,Governing Law,This Agreement shall be governed by and construed in accordance with the laws of the State of Texas.,Texas
ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.PDF,Parties,"ADAMS GOLF, LTD., TOM WATSON, ADAMS GOLF, CONSULTANT","TOM WATSON (""CONSULTANT""); ADAMS GOLF, LTD. (""ADAMS GOLF"")"
ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.PDF,Agreement Date,"January 13, 2005",1/13/05
ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.PDF,Effective Date,The Term of this Agreement shall be for a period of [* ****] years and months commencing the 1st day of September 2004 and terminating the day of .,09/01/2004
ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.PDF,Expiration Date,The Term of this Agreement shall be for a period of [* ****] years and months commencing the 1st day of September 2004 and terminating the day of .,/[]/
ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.PDF,Governing Law,This Agreement shall be governed and construed according to the laws of the State of Kansas.,Kansas
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.PDF,Document Name,Endorsement Agreement,Endorsement Agreement
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.PDF,Parties,"The Sterling/Winters Co., KI Inc., KI, Diplomat, Kathy Ireland, SW, Diplomat Ambassador Eyewear Group, Kathy Ireland, Inc.","Kathy Ireland, Inc. (""KI Inc.""); Kathy Ireland (""KI""); The Sterling/Winters Co. (""SW""); Diplomat Ambassador Eyewear Group (""Diplomat"")"
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.PDF,Agreement Date,"August 24, 1995",8/24/95
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.PDF,Effective Date,"August 1, 1995",08/01/1995
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.PDF,Expiration Date,"The term of the license hereby granted shall commence August 1, 1995 and continue until January 30, 2000, unless sooner terminated in the manner provided in the immediately succeeding sentence or as otherwise provided in this Agreement.",1/30/00
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.PDF,Governing Law,This Agreement shall be governed by and construed in accordance with the laws of the State of California without regard to conflict of law principles.,California
HOLIDAYRVSUPERSTORESINC_04_15_2002-EX-10.13-ENDORSEMENT AGREEMENT.PDF,Parties,"Holiday RV Superstores, Inc., Affinity Group, Inc., AGI, d/b/a Recreation USA, (each a ""Party"" and collectively the ""Parties"")., Company","Holiday RV Superstores, Inc. d/b/a Recreation USA (""Company""); Affinity Group, Inc. (""AGI""); Company and AGI (each a ""Party"" and collectively the ""Parties"")"
HOLIDAYRVSUPERSTORESINC_04_15_2002-EX-10.13-ENDORSEMENT AGREEMENT.PDF,Agreement Date,20th day of March 2002,3/20/02
HOLIDAYRVSUPERSTORESINC_04_15_2002-EX-10.13-ENDORSEMENT AGREEMENT.PDF,Effective Date,"20th day of March 2002 Unless otherwise provided for in this Agreement, the term of this Agreement shall be three years, commencing on the date of this Agreement and expiring on the third anniversary date of this Agreement (the ""Termination\n\n\n\n\n\nDate"").",3/20/02
HOLIDAYRVSUPERSTORESINC_04_15_2002-EX-10.13-ENDORSEMENT AGREEMENT.PDF,Expiration Date,"Unless otherwise provided for in this Agreement, the term of this Agreement shall be three years, commencing on the date of this Agreement and expiring on the third anniversary date of this Agreement (the ""Termination\n\n\n\n\n\nDate"").",3/20/05
HOLIDAYRVSUPERSTORESINC_04_15_2002-EX-10.13-ENDORSEMENT AGREEMENT.PDF,Governing Law,This Agreement has been made in the State of California and shall be governed by and construed in accordance with the laws thereof without regard to principles of conflicts of laws.,California
"MARSHALLHOLDINGSINTERNATIONAL,INC_04_14_2004-EX-10.15-ENDORSEMENT AGREEMENT.PDF",Parties,"Bruce Jenner, the COMPANY, The Right Solution, CELEBRITY","Bruce Jenner (""CELEBRITY""); The Right Solution (""COMPANY"")"
"MARSHALLHOLDINGSINTERNATIONAL,INC_04_14_2004-EX-10.15-ENDORSEMENT AGREEMENT.PDF",Agreement Date,"1st day of --- November, 2003",11/01/2003
